2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,805507;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201;2,0,-9,378201; 0,014
-4,662817,-6,087598,0,2364562;-5,447407,-5,708672,0,2551946;-6,060249,-5,050909,0,4705253;-6,492147,-4,4843,0,7678199;-6,92812,-3,979469,1,140379;-5,891924,-3,619473,0,9640202;-6,216619,-2,354351,1,540771;-6,439359,-1,588215,1,979295;-6,640142,-0,8830791,2,28636;-5,575055,-3,60132,1,340522;-5,807077,-2,31867,2,118409;-6,012652,-1,621701,2,662077;-6,217878,-0,9038978,3,07116;-5,225489,-3,902336,1,694209;-5,327973,-2,775974,2,472013;-5,416035,-2,24983,2,946685;-5,500397,-1,711595,3,288089;-4,847383,-4,411527,2,017669;-4,810083,-3,627678,2,682655;-4,85315,-3,125407,3,088424;-4,916442,-2,571949,3,427118;-9,162541,-7,316524,0,8638744;-8,592593,-6,780649,0,9705296;-8,233076,-5,843106,1,101712;-8,058867,-5,03332,1,314622;-7,816654,-4,349941,1,55614;-8,668179,-4,442851,0,857611;-8,618052,-3,411022,1,052928;-8,550329,-2,780861,1,264817;-8,472051,-2,229986,1,404541;-9,005991,-4,398735,1,019979;-8,972683,-3,27924,1,207501;-8,879753,-2,560417,1,488439;-8,772866,-2,018948,1,682063;-9,319723,-4,605412,1,224865;-9,344259,-3,547509,1,420286;-9,264036,-2,912263,1,701523;-9,145873,-2,423003,1,906844;-9,627345,-5,009778,1,436292;-9,713597,-4,187471,1,694374;-9,672041,-3,660538,1,945005;-9,566125,-3,181681,2,125865; 0,071
-4,071096,-5,397972,1,636102;-4,877973,-4,974056,1,848793;-5,496653,-4,263134,2,318745;-5,987858,-3,687673,2,777585;-6,497973,-3,322058,3,318671;-5,755805,-3,188655,3,136097;-6,559482,-2,435603,4,141762;-7,249818,-2,151626,4,92907;-7,8436,-1,865197,5,498677;-5,363144,-3,088666,3,555353;-5,976053,-2,186038,4,630598;-6,568772,-1,742614,5,437413;-7,116592,-1,256562,6,124235;-4,884356,-3,387384,3,934333;-5,227821,-2,420107,5,05515;-5,640594,-1,717208,5,938528;-6,095092,-1,031918,6,653926;-4,353273,-3,955124,4,257637;-4,434387,-3,289034,5,291735;-4,577965,-2,852117,5,910654;-4,811886,-2,407514,6,399855;-9,177858,-7,36688,0,7968318;-8,62512,-6,843751,0,9359037;-8,260596,-5,906137,1,092047;-8,081571,-5,088245,1,318932;-7,846543,-4,398521,1,577704;-8,689324,-4,501202,0,8304821;-8,651218,-3,468252,1,028446;-8,59048,-2,831327,1,234888;-8,518574,-2,277348,1,370392;-9,023332,-4,469787,0,9799809;-8,99986,-3,3377,1,161933;-8,917962,-2,60674,1,433724;-8,822773,-2,053424,1,615519;-9,337379,-4,69039,1,173205;-9,364592,-3,616776,1,365546;-9,292581,-2,964737,1,640663;-9,185682,-2,459144,1,838311;-9,647819,-5,10407,1,373593;-9,732758,-4,274393,1,629697;-9,693445,-3,736503,1,875134;-9,598467,-3,237089,2,048678; 0,183
-3,97373,-4,897742,-0,5586806;-4,577333,-4,615656,-0,2133159;-5,091887,-3,951732,0,0853917;-5,47426,-3,437276,0,3857592;-5,868925,-3,075525,0,8282031;-4,661484,-2,393736,0,2670019;-4,840816,-1,186853,0,6842433;-4,93655,-0,5102811,1,029042;-5,049872,0,1122203,1,348391;-4,260237,-2,451721,0,3977738;-4,356208,-1,409076,0,9800081;-4,439219,-0,8971095,1,362496;-4,585209,-0,3856196,1,648385;-3,888487,-2,820673,0,5339462;-3,889599,-2,716829,1,281031;-3,835329,-3,374425,1,640303;-3,873069,-3,847229,1,837631;-3,58323,-3,326917,0,6682307;-3,521656,-3,193202,1,29301;-3,493239,-3,453858,1,575378;-3,508163,-3,710044,1,742704;-9,176764,-7,407043,0,8415166;-8,616425,-6,881053,1,000395;-8,254284,-5,950288,1,165348;-8,079815,-5,137362,1,398919;-7,840238,-4,449501,1,667517;-8,689605,-4,528088,0,8948414;-8,654618,-3,508085,1,10065;-8,594653,-2,87978,1,318425;-8,517329,-2,329328,1,460175;-9,026432,-4,498054,1,041955;-9,009842,-3,383911,1,233422;-8,932573,-2,667998,1,518353;-8,835767,-2,12009,1,709557;-9,342425,-4,722279,1,237615;-9,373313,-3,665149,1,434474;-9,309365,-3,023448,1,724501;-9,204231,-2,519401,1,93721;-9,654206,-5,144434,1,441226;-9,739587,-4,320351,1,704085;-9,704858,-3,787147,1,961166;-9,615248,-3,290052,2,150093; 0,244
-2,43668,-5,531776,0,9197789;-3,028254,-4,797231,1,110093;-3,458019,-3,721145,1,327165;-3,77731,-2,959793,1,591581;-4,094757,-2,385715,1,923803;-2,909902,-2,398806,1,220458;-2,980754,-1,069459,1,590182;-3,085823,-0,2168121,1,893584;-3,187994,0,4776144,2,162381;-2,59235,-2,527559,1,502949;-2,560639,-1,115578,2,082832;-2,665032,-0,2461901,2,555503;-2,80646,0,4079328,2,90242;-2,275001,-2,894195,1,806715;-2,222504,-1,762459,2,469717;-2,394495,-1,649555,2,873585;-2,616187,-1,805401,3,077545;-1,976665,-3,431533,2,12338;-1,865777,-2,531784,2,663447;-1,996745,-2,163752,2,949246;-2,196957,-2,070312,3,109167;-9,14392,-7,532928,0,736362;-8,573211,-6,990777,0,8279679;-8,209755,-6,056755,0,9674116;-8,011729,-5,242675,1,188889;-7,74107,-4,552219,1,467117;-8,658043,-4,671459,0,7024411;-8,624033,-3,639793,0,8957408;-8,562252,-3,007097,1,107196;-8,490438,-2,449172,1,238204;-8,980185,-4,652319,0,8960882;-8,966942,-3,537431,1,093148;-8,886803,-2,824355,1,381148;-8,789226,-2,277483,1,565012;-9,287471,-4,883783,1,131934;-9,31744,-3,832862,1,351305;-9,249363,-3,197402,1,648849;-9,142013,-2,69732,1,861217;-9,592811,-5,3074,1,376031;-9,690821,-4,483277,1,656456;-9,66025,-3,942288,1,91554;-9,571171,-3,436401,2,108938; 0,428
-1,667799,-6,213052,1,540366;-2,237017,-5,416008,1,457624;-2,636161,-4,239238,1,482262;-2,943993,-3,396838,1,587757;-3,218888,-2,714129,1,737488;-1,968559,-2,910481,1,513421;-1,991727,-1,572361,1,71737;-2,018174,-0,6885209,1,99;-2,072388,0,1115975,2,265161;-1,649916,-2,990973,1,896248;-1,619926,-1,593315,2,321507;-1,648583,-0,6556449,2,773988;-1,74276,0,1537228,3,130411;-1,345932,-3,356836,2,290438;-1,301027,-2,148199,2,758955;-1,434561,-1,561315,3,166518;-1,642596,-1,191509,3,42266;-1,076496,-3,943812,2,666875;-1,019055,-3,034988,3,131301;-1,165483,-2,643565,3,361104;-1,373623,-2,422084,3,533567;-9,039269,-7,613079,0,7096034;-8,447565,-7,063957,0,789627;-8,05996,-6,100229,0,9345876;-7,857962,-5,264804,1,165196;-7,598227,-4,564358,1,458076;-8,519252,-4,765323,0,6818019;-8,469555,-3,699218,0,90705;-8,408442,-3,06227,1,154552;-8,340121,-2,505524,1,305531;-8,855484,-4,743125,0,8980198;-8,825644,-3,638623,1,154722;-8,752161,-2,947666,1,49121;-8,660619,-2,441671,1,723769;-9,177119,-4,970857,1,149628;-9,181842,-3,915568,1,403377;-9,103647,-3,318996,1,717462;-8,982216,-2,88801,1,947661;-9,500621,-5,386747,1,40955;-9,571319,-4,526273,1,678886;-9,526554,-3,999502,1,912399;-9,418542,-3,52837,2,111283; 0,548
-1,164248,-6,977777,0,6302022;-1,722607,-6,220409,0,9177918;-2,198175,-5,243206,1,141001;-2,548687,-4,457434,1,365772;-2,848851,-3,919006,1,620226;-1,388107,-3,906957,1,187284;-1,418448,-2,603961,1,447349;-1,420288,-1,87283,1,67471;-1,41547,-1,191304,1,872159;-0,976799,-4,070777,1,266117;-0,8593998,-2,679755,1,631287;-0,8017893,-1,886236,1,979781;-0,7458124,-1,172314,2,237352;-0,6226931,-4,49475,1,362582;-0,432312,-3,323731,1,749895;-0,3648252,-2,618846,2,040918;-0,333539,-1,992136,2,261479;-0,3309388,-5,114509,1,462832;-0,03131104,-4,331831,1,888767;0,1502485,-3,820827,2,164974;0,2700949,-3,364514,2,386734;-8,821139,-7,654922,0,8385515;-8,217963,-7,148582,0,9368169;-7,835592,-6,200869,1,055581;-7,644927,-5,391557,1,249023;-7,369641,-4,730846,1,48888;-8,251884,-4,80254,0,7937394;-8,18719,-3,781625,1,014284;-8,110847,-3,167474,1,291916;-8,028853,-2,632689,1,470066;-8,584538,-4,749887,0,9947291;-8,542427,-3,696054,1,218744;-8,452135,-3,018312,1,5559;-8,338409,-2,523891,1,796648;-8,900942,-4,960865,1,231326;-8,906352,-3,939461,1,434366;-8,819374,-3,359021,1,745251;-8,688766,-2,932574,1,980807;-9,226192,-5,377786,1,49054;-9,462273,-4,533048,1,736179;-9,417496,-4,013422,1,957039;-9,303246,-3,561618,2,147166; 0,672
-1,03758,-7,188872,-0,07675894;-1,602409,-6,775954,0,6246067;-2,086928,-6,007553,1,081756;-2,451785,-5,360351,1,450226;-2,820099,-4,902941,1,899758;-1,295946,-4,582981,1,096844;-1,330691,-3,348241,1,51861;-1,336817,-2,610895,1,841599;-1,32892,-1,951581,2,101093;-0,8276138,-4,629508,0,9874201;-0,7046862,-3,275472,1,442833;-0,6380119,-2,489564,1,814486;-0,5606508,-1,851404,2,0575;-0,4572558,-4,959789,0,9141652;-0,2256517,-3,794876,1,333651;-0,120338,-3,097782,1,72368;-0,0372324,-2,503236,2,018254;-0,1624222,-5,515221,0,8711626;0,1770697,-4,794094,1,295418;0,4063315,-4,388868,1,631646;0,5935583,-4,017318,1,920262;-8,6915,-7,678833,0,7431716;-8,109978,-7,208139,0,8919809;-7,725469,-6,262636,1,030323;-7,519605,-5,452068,1,235687;-7,239464,-4,779029,1,484207;-8,144871,-4,857172,0,7446327;-8,080502,-3,829198,0,9691914;-7,995655,-3,227769,1,231472;-7,890327,-2,707621,1,397783;-8,473959,-4,800821,0,9194433;-8,442591,-3,747514,1,161973;-8,344047,-3,11535,1,512581;-8,211435,-2,66423,1,748677;-8,78683,-5,004896,1,131371;-8,807852,-3,983622,1,349053;-8,723645,-3,404675,1,67885;-8,582967,-2,975279,1,925553;-9,226192,-5,377786,1,395211;-9,310898,-4,56315,1,634057;-9,266034,-4,054089,1,857928;-9,155731,-3,611481,2,046698; 0,734
-0,8796797,-7,701421,-1,022188;-1,320768,-7,728324,0,08741832;-1,711216,-7,287712,0,7848781;-1,983466,-6,736457,1,305221;-2,255592,-6,30622,1,814323;-1,128868,-5,529967,0,5089042;-0,9204607,-4,486238,1,158684;-0,8100448,-4,244125,1,717502;-0,7676082,-4,274339,2,084174;-0,7528849,-5,530359,0,2307671;-0,4934187,-4,684385,0,8887666;-0,4150143,-4,632804,1,30422;-0,4115772,-4,723045,1,567427;-0,4669752,-5,768217,0,04355323;-0,219594,-5,574646,0,7604468;-0,1984997,-6,07945,1,048025;-0,2410288,-6,44367,1,127718;-0,2315407,-6,185479,-0,09465736;0,1835623,-5,717431,0,4095743;0,4759865,-5,609384,0,6751649;0,7263746,-5,475726,0,8667525;-8,594647,-7,695587,0,6307145;-8,015248,-7,255689,0,7549004;-7,659392,-6,332374,0,8985442;-7,434473,-5,535565,1,1037;-7,138559,-4,898206,1,350429;-8,062184,-4,905212,0,6387855;-7,97655,-3,849631,0,8573754;-7,869731,-3,238262,1,117067;-7,739698,-2,726757,1,285226;-8,394588,-4,849454,0,8220209;-8,358113,-3,763194,1,072996;-8,24986,-3,123775,1,411687;-8,10605,-2,685354,1,631035;-8,709469,-5,060829,1,043954;-8,713862,-4,020879,1,273781;-8,62313,-3,422074,1,587935;-8,477218,-2,970148,1,818298;-9,028534,-5,467904,1,286084;-9,106968,-4,648567,1,544412;-9,05934,-4,134733,1,792084;-8,941589,-3,652717,1,98816; 0,866
-0,9392033,-7,737847,-0,6984314;-1,333374,-8,015348,0,6899862;-1,533727,-7,864656,1,495945;-1,62628,-7,456888,2,030725;-1,664945,-7,072958,2,505749;-0,9923754,-6,296972,1,615135;-0,7450199,-5,696531,2,416224;-0,4619656,-5,827563,2,896495;-0,2591515,-6,158671,3,148005;-0,6017828,-5,923938,1,136109;-0,2509975,-5,122573,1,962573;0,1100078,-5,269199,2,393191;0,3456621,-5,562823,2,645157;-0,3156385,-5,807384,0,7033966;0,007460594,-4,982002,1,421828;0,3734636,-5,046602,1,891572;0,6268792,-5,239668,2,191313;-0,1365342,-5,861556,0,3293403;0,2205553,-5,220746,0,8284547;0,5403876,-5,203817,1,172755;0,7916708,-5,277547,1,471426;-8,568293,-7,679241,0,605515;-7,993484,-7,293121,0,7257837;-7,606868,-6,343597,0,8447611;-7,370582,-5,547456,1,040133;-7,048789,-4,917415,1,283073;-7,993797,-4,885751,0,5978603;-7,904192,-3,876496,0,8216803;-7,790964,-3,295051,1,098438;-7,643661,-2,806621,1,286798;-8,327194,-4,842214,0,7764577;-8,278408,-3,770242,1,041856;-8,144825,-3,161325,1,41884;-7,976147,-2,79763,1,658221;-8,644971,-5,06877,0,9949623;-8,654853,-4,020971,1,242358;-8,543398,-3,447086,1,581839;-8,378766,-3,039884,1,807347;-8,963585,-5,503046,1,223737;-9,031414,-4,675422,1,511739;-8,968024,-4,181411,1,79008;-8,831257,-3,73435,1,990799; 0,935
