WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP, RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,WRIST2,THUMB_CMC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_MCP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2,Timestamp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603.885692611526,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,710.0564623612001,625.2176163594961,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,728.285189885288,0.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
648.8409632650687,671.5826256418694,681.2552188824737,692.8381933033804,713.7198532525173,653.7215401965464,670.2355833066924,687.497706050211,705.5391794086613,652.8156215241117,674.5700036497934,697.0171889849918,718.0694392104515,656.212224975676,677.2518855514393,699.4559128835585,719.1585233184509,663.910349927394,684.3636972272216,703.0733541336547,720.5895822450545,854.434053393544,835.9820805808387,812.8355210005045,798.6107046987318,789.819511191337,787.8512916055297,774.1851727424643,770.221982228233,766.65082559116,800.3592354388009,785.8623948339568,783.4388875284353,782.2639565279306,817.5608946150726,805.8123317173767,802.7257812232673,800.130276715256,839.5315578198448,836.3302509061118,835.908777760809,833.6986744793423,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
18.62261629920723,19.07919488585667,19.368812745300094,18.027239715843898,18.888459339038175,21.081659501863218,21.5450938813225,21.94351719352438,22.6670463118819,21.272653991274808,22.000497026999156,22.746214091854903,23.427569416875055,21.405049620358273,21.70207324571777,22.586781882607788,24.13556641649412,21.976471813111836,23.37568890717446,25.1399593289249,26.64213373493195,0.8951590345296536,1.0829106213002648,1.5866218600851567,2.488714873684799,3.402913073750199,1.141229910009369,1.4991814025410684,1.6041439767754504,1.5565653584093482,1.1131111051911857,1.4910108477891877,1.6480102616488794,2.0434783213922327,1.1150101297297557,1.4071438037830442,1.6056799221825009,2.063338156362113,1.1074898523801737,1.2591078796115518,1.642204924788615,1.9420364498381388,0.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
20.291802514173668,17.359262077274476,18.535340515350672,19.32521867211338,21.2526276289545,24.793663784271544,25.741760435525745,26.686568063259806,27.90279187299182,27.55317123082203,30.274605620470098,32.736940332329446,35.98261875850613,30.209460857941473,33.288480083243485,35.35978750986066,37.80764446358694,32.3338464374794,35.59949321131549,37.296512290226254,38.743063695421625,2.248513241149585,3.6045944564714825,4.103107395694127,4.528025733694521,4.772816370865308,3.408702611698493,4.842567658280561,5.401909625539835,5.019750128492467,3.1124867880241833,4.041838764798144,4.4962609713516475,4.169871166774829,2.788444593765467,3.7594685311756653,4.709250531931801,5.155328704845126,2.7088977963186553,3.928226226301151,4.750252640123455,5.319908388778907,0.2
